item_id,product,available_quantity,listing_type_id,initial_quantity,sold_quantity,base_price,catalog_product_id,accepts_mercadopago,seller_address.country.name,status,tags,seller_id,price,warranty,original_price,domain_id,health,buying_mode,title,condition,category_id,official_store_id,start_time,seller_address.state.name,questions_total,user_user_type,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.level_id,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.ratings.negative,user_nickname,product_domain_id,product_name
MLA678667577,Apple Macbook,500,gold_pro,768,25,259999.0,MLA15306717,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",225480741,259999.0,12 MESES CON FACTURA,,MLA-NOTEBOOKS,1.0,buy_it_now,New Macbook Air 13' I5 8gb Ssd 512/256/128 Gb 2.9ghz Garanti,new,MLA1652,,2017-08-14T17:38:07.000Z,Capital Federal,789.0,normal,1.0,0.0,5_green,4411.0,335.0,platinum,0.0,MLSERCOFIN,MLA-NOTEBOOKS,Apple MacBook Air A1466 - Silver - 8 GB - 128 GB - 1440 px x 900 px - Intel HD Graphics 6000 - Intel - Core i5 - 5350U - macOS - Sierra - 10
MLA903179544,Apple Macbook,2,gold_special,18,0,384999.0,,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",608846165,384999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.87,buy_it_now,Apple Macbook Pro 13.3 2020 Touch Bar Core I5 1tb,new,MLA1652,1938,2021-01-05T15:15:27.000Z,Buenos Aires,2.0,brand,0.9,0.03,5_green,190552.0,8518.0,platinum,0.07,ELECTRONICAFLA,,
MLA879066374,Apple Macbook,1,gold_pro,23,10,249999.0,MLA15913938,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",208137579,249999.0,Garantía de fábrica: 1 años,289999,MLA-NOTEBOOKS,0.88,buy_it_now,"Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb",new,MLA1652,,2020-09-16T17:49:44.000Z,Santa Fe,68.0,normal,0.98,0.01,5_green,16492.0,872.0,platinum,0.01,ONECLICKARG,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA829595674,Apple Macbook,500,gold_special,901,5,399999.0,MLA16598196,True,Argentina,active,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",225480741,399999.0,Garantía del vendedor: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,New Macbook Pro Retina 2020 Touchbar I5 8gb Garantía Factura,new,MLA1652,,2019-12-09T21:54:55.000Z,Capital Federal,103.0,normal,1.0,0.0,5_green,4411.0,335.0,platinum,0.0,MLSERCOFIN,MLA-NOTEBOOKS,Apple MacBook Pro A2289
MLA877579515,Apple Macbook,1,gold_special,1,0,230000.0,,True,Argentina,active,"['immediate_payment', 'cart_eligible']",164032151,230000.0,Garantía del vendedor: 1 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,Macbookpro Retina 15 2015 Cpu/i 7 2.8ghz 16g 1tssd R9  2g,used,MLA1652,,2020-09-09T13:27:01.000Z,Capital Federal,12.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA874545708,Apple Macbook,1,gold_special,1,0,105000.0,MLA15306716,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,105000.0,Garantía del vendedor: 1 meses,,MLA-NOTEBOOKS,0.77,buy_it_now,Macbook Air 13  2013 I7 1.7gz 8g Ram Ssd 120g Catalina 10.15,used,MLA1652,,2020-08-21T23:04:22.000Z,Capital Federal,12.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,MLA-NOTEBOOKS,Apple MacBook Air A1466
MLA896869106,Apple Macbook,2,gold_pro,8,2,194999.0,MLA15913938,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",86898163,194999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,Apple Macbook Air 2020 13.3 Core I3 8gb 256gb A2179 +mp,new,MLA1652,,2020-11-12T13:28:47.000Z,Capital Federal,10.0,normal,0.98,0.01,5_green,27403.0,1415.0,platinum,0.01,OFERTAS INFORMATICAS,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA870218888,Apple Macbook,5000,gold_pro,10000,0,799999.0,MLA15532281,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",225480741,799999.0,Garantía de fábrica: 24 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Macbook Pro 16 Touch I9 8 Cores Ssd1tb Video 4gb Grtia.fact.,new,MLA1652,,2020-07-26T12:36:54.000Z,Capital Federal,27.0,normal,1.0,0.0,5_green,4411.0,335.0,platinum,0.0,MLSERCOFIN,MLA-NOTEBOOKS,Apple MacBook Pro A2141
MLA897584191,Apple Macbook,1,gold_special,1,0,349999.0,,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",207015675,349999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,Macbook Pro 13 2020 I5 2.0 Quad 16gb Ram 512gb Mwp42ll/a,new,MLA1652,,2020-11-17T15:40:05.000Z,Capital Federal,6.0,normal,1.0,0.0,5_green,25.0,2.0,,0.0,NOVEMBERSTOCK,,
MLA875191656,Apple Macbook,1,gold_special,1,0,80000.0,,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,80000.0,Garantía del vendedor: 1 meses,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Pro 15  2010 I7 2.66gz 8g Ram 500g Hd Bat Nueva,used,MLA1652,,2020-08-26T13:30:00.000Z,Capital Federal,22.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA868697155,Apple Macbook,2,gold_special,100,0,640890.0,MLA15532281,True,Argentina,active,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",210018018,640890.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Pro 16 2020 Ssd 1tb I9 16g Ram En Español Touchbar ,new,MLA1652,,2020-07-17T17:50:53.000Z,Capital Federal,16.0,normal,0.97,0.01,5_green,5209.0,477.0,platinum,0.02,LATITUDES SUR,MLA-NOTEBOOKS,Apple MacBook Pro A2141
MLA877381906,Apple Macbook,1,gold_pro,8,5,288500.0,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",110242209,288500.0,Garantía de fábrica: 12 meses,379999,MLA-NOTEBOOKS,0.8,buy_it_now,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb C,new,MLA1652,,2020-09-08T13:31:33.000Z,Capital Federal,12.0,normal,0.97,0.02,5_green,17229.0,899.0,platinum,0.01,VEINTEDOCEPC,,
MLA875632525,Apple Macbook,1,gold_special,14,5,239000.0,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",110242209,239000.0,Garantía de fábrica: 12 meses,315999,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Air 13 2020 New 1.1 Ghz Quad Core I5 8gb Ram 512gb,new,MLA1652,,2020-08-29T02:30:57.000Z,Capital Federal,32.0,normal,0.97,0.02,5_green,17229.0,899.0,platinum,0.01,VEINTEDOCEPC,,
MLA874451923,Apple Macbook,1,gold_pro,9,1,324436.0,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",169311474,324436.0,,,MLA-NOTEBOOKS,0.8,buy_it_now,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,new,MLA1652,,2020-08-21T13:49:29.000Z,Capital Federal,1.0,normal,0.96,0.02,5_green,4037.0,309.0,platinum,0.02,VIRTUAL-ELECTRO,,
MLA874446527,Apple Macbook,1,gold_special,10,2,253060.0,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",169311474,253060.0,,,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co,new,MLA1652,,2020-08-21T12:50:33.000Z,Capital Federal,20.0,normal,0.96,0.02,5_green,4037.0,309.0,platinum,0.02,VIRTUAL-ELECTRO,,
MLA865520593,Apple Macbook,1,gold_special,2,1,169999.0,MLA15913938,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",193659561,169999.0,Garantía de fábrica: 6 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Air 2020 Retina Sensor Id Ssd256gb Stock ,new,MLA1652,,2020-07-01T16:49:20.000Z,Capital Federal,44.0,normal,0.98,0.01,5_green,6784.0,388.0,platinum,0.01,JFS TECH,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA874201428,Apple Macbook,1,gold_special,1,0,15000.0,,True,Argentina,active,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",164032151,15000.0,Garantía del vendedor: 3 meses,,MLA-NOTEBOOKS,0.6,buy_it_now,Cambio Gpu Macbook Pro 15  17  Amd 2011 Por Uno Nuevo,new,MLA1652,,2020-08-20T03:41:15.000Z,Capital Federal,25.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA695701966,Apple Macbook,1,gold_special,7,5,9990.0,,True,Argentina,active,"['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",22947046,9990.0,Factura A y B . Garantía Oficial en Argentina,,MLA-NOTEBOOKS,0.5,buy_it_now,Kingston 8gb 1600mhz P/ Macbook Pro 13 Y 15 Inch Mid 2012,new,MLA1652,,2017-12-05T22:09:04.000Z,Capital Federal,41.0,normal,1.0,0.0,5_green,226.0,20.0,,0.0,NETSTYLE.IT.ONLINE,,
MLA885976724,Apple Macbook,500,gold_special,1002,3,169999.0,MLA15913938,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",309453406,169999.0,Garantía del vendedor: 3 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Apple Macbook Air 10th Gen Pantalla 13.3´´ 256gb 8gb Ram,new,MLA1652,,2020-10-29T15:36:48.000Z,Capital Federal,10.0,normal,0.94,0.02,5_green,25735.0,2562.0,platinum,0.04,BAZA 10,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA881489801,Apple Macbook,1,gold_special,1,0,275000.0,MLA15913938,True,Argentina,active,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",763104,275000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.81,buy_it_now,Apple Macbook Air 2020 13.3 I7 16gb 256ssd Garantia 2021 ,new,MLA1652,,2020-09-29T23:16:27.000Z,Capital Federal,2.0,normal,0.98,0.01,5_green,297.0,14.0,,0.01,GROWBIGSTORE-MP,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA876213468,Apple Macbook,1,gold_pro,1,0,149000.0,,True,Argentina,active,"['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",20024155,149000.0,Garantía de fábrica: 2 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Macbook Air 13-inch 4gb Core I5 Como Nueva Envio Gratis,new,MLA1652,,2020-09-01T23:10:06.000Z,Buenos Aires,12.0,normal,0.96,0.01,5_green,2570.0,255.0,platinum,0.03,PLANET CYCLE,,
MLA866198928,Apple Macbook,1,gold_special,5,0,165000.0,MLA15913938,True,Argentina,active,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",482819026,165000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Air 2020 Contado $ 160.000 - Core-i3-8gb-ssd 256gb,new,MLA1652,,2020-07-04T01:01:44.000Z,Capital Federal,112.0,normal,1.0,0.0,3_yellow,41.0,8.0,,0.0,FEEDBACKGROUP-LA PATERNAL,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA876288669,Apple Macbook,1,gold_special,1,0,200000.0,,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",169232216,200000.0,Sin garantía,,MLA-NOTEBOOKS,0.8,buy_it_now,"Macbook Pro 13 I5 2,4 4gb Ssd 128 Retina Disp 2013 Impecable",used,MLA1652,,2020-09-02T13:25:07.000Z,Capital Federal,,normal,0.96,0.02,5_green,19298.0,1322.0,platinum,0.02,CYCLES MOTO,,
MLA758832906,Apple Macbook,1,gold_special,1,0,80000.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,80000.0,,,MLA-NOTEBOOKS,0.77,buy_it_now,Macbook Pro 15 Quadcore I7 2.2 Ghz 8g 500g 2011,used,MLA1652,,2018-11-19T01:16:39.000Z,Capital Federal,49.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA904508525,Apple Macbook,1,gold_special,3,1,234900.0,MLA16591147,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",648192814,234900.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.87,buy_it_now,"Apple Macbook Air Chip M1 (13.3¨,8 Gb, 512ssd. En Stock!",new,MLA1652,,2021-01-16T20:26:16.000Z,Entre Ríos,1.0,normal,1.0,0.0,,9.0,0.0,,0.0,GLOBALE SHOP,MLA-NOTEBOOKS,Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
MLA875692228,Apple Macbook,1,gold_special,1,0,73000.0,MLA15306716,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,73000.0,Garantía del vendedor: 1 meses,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Air 13  2011 Core I5 1.7gz 4g Ram 256g Ssd,used,MLA1652,,2020-08-29T17:14:00.000Z,Capital Federal,6.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,MLA-NOTEBOOKS,Apple MacBook Air A1466
MLA862544622,Apple Macbook,500,gold_pro,1000,1,429999.0,,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",225480741,429999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,New Macbook Pro 2020 Touchbar Ssd256 8gb Garantia Factura,new,MLA1652,,2020-06-16T13:30:59.000Z,Capital Federal,22.0,normal,1.0,0.0,5_green,4411.0,335.0,platinum,0.0,MLSERCOFIN,,
MLA883010790,Apple Macbook,1,gold_special,3,0,359999.0,,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",176546321,359999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.8,buy_it_now,"Apple Macbook Pro 13,31 Mwp42le/a I5 Gen10 16gb 512gb Ssd ",new,MLA1652,,2020-10-08T14:42:03.000Z,Capital Federal,4.0,normal,0.98,0.01,5_green,4697.0,348.0,platinum,0.01,GOPRO STORE,,
MLA903925339,Apple Macbook,1,gold_pro,1,0,332500.0,MLA15913938,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",188368799,332500.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Notebook Apple Macbook Air 2020 13.3 I7 16gb 512ssd Cuotas,new,MLA1652,,2021-01-12T12:37:45.000Z,Buenos Aires,,normal,0.98,0.01,5_green,26660.0,1607.0,platinum,0.01,REDNETCORP,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA878881367,Apple Macbook,1,gold_special,1,0,64999.0,,True,Argentina,active,"['immediate_payment', 'cart_eligible']",716743,64999.0,Sin garantía,,MLA-NOTEBOOKS,0.62,buy_it_now,"Macbook Air 11 Apple A1370, S/drive Apple A1379 Permuto Moto",used,MLA1652,,2020-09-15T18:08:40.000Z,Capital Federal,22.0,normal,1.0,0.0,5_green,55.0,7.0,,0.0,MELODIASDEMIVIDA,,
MLA897277675,Apple Macbook,1,gold_special,1,0,97999.0,,True,Argentina,active,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",577806365,97999.0,Sin garantía,,MLA-NOTEBOOKS,0.75,buy_it_now,Notebook Macbook Pro 13 2015 I5 4gb Ñ Disco Ssd Idem Nueva,used,MLA1652,,2020-11-15T13:57:22.000Z,Capital Federal,18.0,normal,1.0,0.0,5_green,12.0,2.0,,0.0,QUECOSABUENATIENDA,,
MLA902366208,Apple Macbook,1,gold_special,1,0,105000.0,,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",120664,105000.0,Garantía del vendedor: 15 días,,MLA-NOTEBOOKS,0.75,buy_it_now,"Permuto Macbook Pro 13, Core I5, 16gb, 296 Ciclos, Impoluta",used,MLA1652,,2020-12-27T21:55:38.000Z,Capital Federal,23.0,normal,0.99,0.01,5_green,26.0,4.0,,0.0,GEEK HEAVEN,,
MLA736663866,Apple Macbook,1,gold_special,1,0,400.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,400.0,1 Mes,,MLA-NOTEBOOKS,0.75,buy_it_now,Vendo Partes Macbook Pro 13 A1278 Todos Los Años,used,MLA1652,,2018-07-11T17:44:40.000Z,Capital Federal,353.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA904024220,Apple Macbook,1,gold_special,1,0,445000.0,MLA15552876,True,Argentina,active,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",191364111,445000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.55,buy_it_now,"Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz",used,MLA1652,,2021-01-13T00:56:57.000Z,Capital Federal,0.0,normal,1.0,0.0,5_green,20.0,0.0,,0.0,ANAHANPACHECO,MLA-NOTEBOOKS,Apple MacBook Pro A1989 (2019)
MLA874727735,Apple Macbook,1,gold_special,1,0,484999.99,MLA15532281,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",162133415,484999.99,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2ll/a  2020   Todo Apple ,new,MLA1652,,2020-08-23T04:40:44.000Z,Capital Federal,16.0,normal,0.0,1.0,,1.0,1.0,,0.0,MUCHOPARAVER1,MLA-NOTEBOOKS,Apple MacBook Pro A2141
MLA896403893,Apple Macbook,1,gold_special,1,0,469899.0,MLA15552876,True,Argentina,active,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",187497517,469899.0,Sin garantía,,MLA-NOTEBOOKS,0.77,buy_it_now,Macbook Pro I7 Radeon Pro 555x 15  256ssd 16gb Touchbar 2019,used,MLA1652,,2020-11-09T18:02:20.000Z,Buenos Aires,,normal,0.97,0.01,5_green,8254.0,1133.0,platinum,0.02,MULTI.EQUIP,MLA-NOTEBOOKS,Apple MacBook Pro A1989 (2019)
MLA824781501,Apple Macbook,1,gold_special,1,0,90000.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,90000.0,1 Mes,,MLA-NOTEBOOKS,0.55,buy_it_now,Macbook Pro 15 Quadcore I7 2.2 Ghz 16g Ram Ssd 240 G 2011,used,MLA1652,,2019-11-12T01:41:39.000Z,Capital Federal,72.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA853482641,Apple Macbook,500,gold_pro,1002,3,399999.0,,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",225480741,399999.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,1.0,buy_it_now,New Macbook Air Retina 2020 13  A2179 I5 Ssd512gb 8gb ,new,MLA1652,,2020-05-05T19:46:41.000Z,Capital Federal,,normal,1.0,0.0,5_green,4411.0,335.0,platinum,0.0,MLSERCOFIN,,
MLA903194453,Apple Macbook,1,gold_pro,1,0,89999.0,,True,Argentina,active,"['immediate_payment', 'cart_eligible']",159926741,89999.0,Sin garantía,,MLA-NOTEBOOKS,0.87,buy_it_now,"Macbook Air 11, Mid 2012 128 Gb Ram 4gb Intel I5",used,MLA1652,,2021-01-05T17:16:40.000Z,Capital Federal,3.0,normal,0.94,0.06,5_green,27.0,3.0,,0.0,DOGRAN-D,,
MLA898646491,Apple Macbook,1,gold_special,1,0,245004.64,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",116239336,245004.64,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Air 13.3 I5 Ram 8gb Ssd 256gb Macos Apple Mac,new,MLA1652,,2020-11-25T00:40:48.000Z,Buenos Aires,0.0,normal,0.98,0.01,5_green,5775.0,483.0,platinum,0.01,GRUPO-TECNO,,
MLA899708014,Apple Macbook,1,gold_pro,2,0,248050.0,,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",183000192,248050.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Apple Macbook Air 13.3 I3 8gb Ssd 256gb 2020 Retina,new,MLA1652,,2020-12-02T19:12:57.000Z,Capital Federal,0.0,normal,0.96,0.02,5_green,6695.0,544.0,platinum,0.02,STECSOLUCIONESTECNOLÓGICAS,,
MLA865969470,Apple Macbook,1,gold_special,1,0,125000.0,MLA15741417,True,Argentina,active,"['poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,125000.0,Garantía del vendedor: 1 meses,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Pro Retina 13  2015 I5 2.7gz 8g Ram 120g Ssd 300 Cic,used,MLA1652,,2020-07-03T05:22:07.000Z,Capital Federal,7.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,MLA-NOTEBOOKS,Apple MacBook Pro A1502
MLA753063752,Apple Macbook,1,gold_special,1,0,90000.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,90000.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Pro 15 I7 2.2 Ghz 16g 500 Hd  2011 Bat 400 Ciclos,used,MLA1652,,2018-10-13T13:29:14.000Z,Capital Federal,80.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA901884707,Apple Macbook,1,gold_special,5,0,189688.92,MLA15913938,True,Argentina,active,"['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",293425181,189688.92,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Apple Macbook Air 13  I3 8gb 256gb 2020 10g Space Grey ,new,MLA1652,1545,2020-12-21T20:38:22.000Z,Capital Federal,3.0,brand,0.9,0.03,5_green,11412.0,541.0,platinum,0.07,SHOPNOWSRL,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA881436663,Apple Macbook,1,gold_special,1,0,196900.0,MLA15555683,True,Argentina,active,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible']",11884210,196900.0,Garantía de fábrica: 1 años,,MLA-NOTEBOOKS,0.8,buy_it_now,Macbook Air 13 Ultimo Modelo 2020 Space Gray,new,MLA1652,,2020-09-29T19:33:35.000Z,Capital Federal,8.0,normal,0.96,0.02,5_green,4789.0,412.0,platinum,0.02,RYKLATINO,MLA-NOTEBOOKS,Apple MacBook Air A1932 (True Tone 2019)
MLA860731947,Apple Macbook,1,gold_special,3,0,178000.0,MLA15306716,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",27416075,178000.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Macbook Air 13.3 Marzo 2020 Space Gray,new,MLA1652,,2020-06-07T02:28:20.000Z,Capital Federal,39.0,normal,0.95,0.0,,4.0,1.0,,0.05,GONZA MR,MLA-NOTEBOOKS,Apple MacBook Air A1466
MLA901074540,Apple Macbook,1,gold_special,3,2,452200.0,MLA16267559,True,Argentina,active,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",470817630,452200.0,Garantía de fábrica: 6 meses,,MLA-NOTEBOOKS,0.7,buy_it_now,Apple 13.3 Macbook Pro M1 Chip Myd92e/a 8gb 512gb _1,new,MLA1652,,2020-12-14T21:39:59.000Z,Capital Federal,13.0,normal,0.96,0.01,5_green,1864.0,193.0,gold,0.03,HDMI ONLINE,MLA-NOTEBOOKS,Apple MacBook Pro A2251 (Mid 2020)
MLA760732474,Apple Macbook,1,gold_special,1,0,80000.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,80000.0,,,MLA-NOTEBOOKS,0.66,buy_it_now,Macbook Pro 15 Quad Core I7 2.0 Ghz 8g  250g Ssd 2011,used,MLA1652,,2018-12-02T01:13:07.000Z,Capital Federal,47.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
MLA899706353,Apple Macbook,3,gold_pro,4,0,325490.0,MLA15913938,True,Argentina,active,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",183000192,325490.0,Garantía de fábrica: 12 meses,,MLA-NOTEBOOKS,0.9,buy_it_now,Macbook Air 13.3 Retina I5 8gb Ssd 512gb 2020 Mvh22,new,MLA1652,,2020-12-02T19:08:32.000Z,Capital Federal,0.0,normal,0.96,0.02,5_green,6695.0,544.0,platinum,0.02,STECSOLUCIONESTECNOLÓGICAS,MLA-NOTEBOOKS,Apple MacBook Air A2179
MLA777209642,Apple Macbook,1,gold_special,1,1,95000.0,,True,Argentina,active,"['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",164032151,95000.0,Garantía del vendedor: 30 días,,MLA-NOTEBOOKS,0.55,buy_it_now,Macbook Pro 15 Quadcore I7 2.2gz 16g  500g Hd 2011,used,MLA1652,,2019-03-23T02:45:12.000Z,Capital Federal,122.0,normal,0.97,0.02,5_green,343.0,107.0,silver,0.01,SERVICIOSAPPLEMAC,,
