;item_id;product;official_store_id;initial_quantity;seller_address.country.name;buying_mode;title;health;listing_type_id;seller_address.state.name;warranty;status;price;category_id;available_quantity;catalog_product_id;original_price;base_price;accepts_mercadopago;tags;start_time;condition;seller_id;domain_id;sold_quantity;questions_total;user_seller_reputation.level_id;user_seller_reputation.transactions.canceled;user_seller_reputation.power_seller_status;user_user_type;user_seller_reputation.transactions.ratings.neutral;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.transactions.ratings.negative;user_nickname;product_domain_id;product_sold_quantity;product_name
448;MLA873001272;HP Pavilion;;2;Argentina;buy_it_now;Notebook Ryzen 3 Hp ( 512gb Ssd + 32gb Ram ) Windows 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;110963.99;MLA1652;1;;;110963.99;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-12T17:38:11.000Z;new;76598388;MLA-NOTEBOOKS;1;5.0;5_green;109.0;gold;normal;0.0;1994.0;1.0;0.0;ATRAPATUDESCUENTO;;;
449;MLA883749935;HP Pavilion;;7;Argentina;buy_it_now;Hp 14 Core I5 32gb + 480gb Ssd / Notebook Intel Windows 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;133765.65;MLA1652;1;MLA15717753;;133765.65;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:27:00.000Z;new;105665176;MLA-NOTEBOOKS;1;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
450;MLA883752463;HP Pavilion;;7;Argentina;buy_it_now;Hp 14 Core I5 20gb + 980gb Ssd / Notebook Intel Win 10 Cuota;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;159425.16;MLA1652;1;MLA15717753;;159425.16;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];2020-10-13T21:34:42.000Z;new;105665176;MLA-NOTEBOOKS;1;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
451;MLA902752045;HP Pavilion;;4;Argentina;buy_it_now;Notebook Hp Core I7 1065g7 8gb 256gb Ssd 15.6 Windows 10;0.87;gold_special;Córdoba;Garantía del vendedor: 6 meses;active;124999.0;MLA1652;1;;;124999.0;TRUE;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-12-31T13:24:26.000Z;new;69100290;MLA-NOTEBOOKS;0;0.0;5_green;57.0;gold;normal;0.01;1028.0;0.99;0.0;CORDOBANOTEBOOK SASS;;;
452;MLA876874847;HP Pavilion;;1;Argentina;buy_it_now;Notebook Hp Pavilion Dv7, Intel I5 Para Repuesto O Reparar;0.62;gold_special;Capital Federal;Garantía de fábrica: 5 días;active;40000.0;MLA1652;1;;;40000.0;TRUE;['good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-09-05T05:45:18.000Z;used;184973751;MLA-NOTEBOOKS;0;;5_green;3.0;;normal;0.06;40.0;0.93;0.01;MADPLEX;;;
453;MLA884209638;HP Pavilion;;3;Argentina;buy_it_now;Notebook Core I3 Hp ( 480gb Ssd + 16gb Ram ) Windows 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;107325.95;MLA1652;1;;;107325.95;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-16T17:46:09.000Z;new;76598388;MLA-NOTEBOOKS;1;;5_green;109.0;gold;normal;0.0;1994.0;1.0;0.0;ATRAPATUDESCUENTO;;;
454;MLA896291742;HP Pavilion;;1;Argentina;buy_it_now;Notebook Gamer Hp Pavilion Power;0.66;gold_special;Capital Federal;Sin garantía;active;110000.0;MLA1652;1;MLA15295375;;110000.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-08T18:33:15.000Z;used;163604365;MLA-NOTEBOOKS;0;;5_green;3.0;;normal;0.02;34.0;0.97;0.01;JAVIER__MIRANDA;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CB001LA
455;MLA901094335;HP Pavilion;;12;Argentina;buy_it_now;Notebook Hp Pavilion X360 14m-dw0013dx I3-1005g1 8gb Ram 128;0.66;gold_special;Córdoba;;active;87397.1;MLA1652;1;;;87397.1;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-15T00:45:40.000Z;new;60246795;MLA-NOTEBOOKS;2;2.0;5_green;517.0;platinum;normal;0.01;6262.0;0.97;0.02;MAURICOMPUTACION;;;
456;MLA883753156;HP Pavilion;;7;Argentina;buy_it_now;Hp 14 Core I5 32gb + 256gb Ssd / Notebook Optane Win 10 Cuot;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;136517.16;MLA1652;1;MLA15717753;;136517.16;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:34:19.000Z;new;105665176;MLA-NOTEBOOKS;1;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
457;MLA855599773;HP Pavilion;;19;Argentina;buy_it_now;Hp 14  Athlon 4gb + 480 Ssd / Notebook Amd Win 10;0.77;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;81701.55;MLA1652;1;;;81701.55;TRUE;['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible'];2020-05-15T02:23:35.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
458;MLA877427710;HP Pavilion;;2;Argentina;buy_it_now;Notebook Ryzen 3 Hp ( 480 Ssd + 2tb + 32gb ) Windows 10;0.8;gold_special;Capital Federal;;active;141203.99;MLA1652;1;;;141203.99;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible'];2020-09-08T17:05:35.000Z;new;76598388;MLA-NOTEBOOKS;1;0.0;5_green;109.0;gold;normal;0.0;1994.0;1.0;0.0;ATRAPATUDESCUENTO;;;
459;MLA884206092;HP Pavilion;;3;Argentina;buy_it_now;Notebook Hp Core I3 256gb Ssd + 12gb Ram 15.6 Hd Win 10 Cuot;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;119231.58;MLA1652;1;MLA15717753;;119231.58;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-16T17:05:49.000Z;new;213688384;MLA-NOTEBOOKS;1;;5_green;123.0;silver;normal;0.0;1783.0;1.0;0.0;ECOMLAPTOPS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
460;MLA884214504;HP Pavilion;;6;Argentina;buy_it_now;Notebook Hp 15.6 I7 10ma 8gb Ssd 512gb + 32gb Optane W10;0.7;gold_special;Buenos Aires;Garantía del vendedor: 12 meses;active;162780.6;MLA1652;1;;;162780.6;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-16T18:27:46.000Z;new;116239336;MLA-NOTEBOOKS;2;;5_green;483.0;platinum;normal;0.01;5769.0;0.98;0.01;GRUPO-TECNO;;;
461;MLA898094978;HP Pavilion;;10;Argentina;buy_it_now;Hp 15 Red 256 Ssd + 16gb Ram / Notebook Intel Gold W10 Cuota;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;123494.46;MLA1652;1;;;123494.46;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-20T16:32:57.000Z;new;105665176;MLA-NOTEBOOKS;1;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
462;MLA855684095;HP Pavilion;;24;Argentina;buy_it_now;Notebook Hp Amd 3050u 2.3ghz 128 Ssd 16gb Ram Win 10 Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;96949.01;MLA1652;1;;;96949.01;TRUE;['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-05-15T15:00:37.000Z;new;213688384;MLA-NOTEBOOKS;5;;5_green;123.0;silver;normal;0.0;1783.0;1.0;0.0;ECOMLAPTOPS;;;
463;MLA883934669;HP Pavilion;;7;Argentina;buy_it_now;Notebook Core I5 10ma Gen Hp ( 980gb Ssd + 20gb ) W10 Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;157508.17;MLA1652;1;;;157508.17;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-14T23:09:01.000Z;new;76598388;MLA-NOTEBOOKS;1;0.0;5_green;109.0;gold;normal;0.0;1994.0;1.0;0.0;ATRAPATUDESCUENTO;;;
464;MLA883750505;HP Pavilion;;6;Argentina;buy_it_now;Hp 14 Core I5 20gb + 480gb Ssd / Notebook Intel Windows 10;0.7;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;129156.65;MLA1652;1;MLA15717753;;129156.65;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:24:47.000Z;new;105665176;MLA-NOTEBOOKS;0;1.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
465;MLA840963978;HP Pavilion;;2;Argentina;buy_it_now;Notebook Hp Amd Ryzen 5 Fhd / Ssd + Hdd + 8gb / 15ry Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;164326.31;MLA1652;1;;;164326.31;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-02-26T05:13:25.000Z;new;105665176;MLA-NOTEBOOKS;1;1.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
466;MLA883753196;HP Pavilion;;6;Argentina;buy_it_now;Hp 14 Core I5 32gb + 980gb Ssd / Notebook Intel Win 10 Cuota;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;168389.16;MLA1652;1;MLA15717753;;168389.16;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:34:49.000Z;new;105665176;MLA-NOTEBOOKS;0;1.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
467;MLA902770900;HP Pavilion;;3;Argentina;buy_it_now;Hp 17.3 Fhd I5 10ma 980 Ssd + 32gb / Notebook Dvd-rw Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;213030.71;MLA1652;1;;;213030.71;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-12-31T17:02:49.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
468;MLA882526710;HP Pavilion;;4;Argentina;buy_it_now;Notebook Hp Gamer I5 9300h 8gb Ssd256 Gtx1650 4gb 15,6 Fhd;0.88;gold_special;Buenos Aires;Garantía del vendedor: 6 meses;active;136998.45;MLA1652;1;;;136998.45;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-05T19:55:39.000Z;new;173426652;MLA-NOTEBOOKS;2;;5_green;400.0;platinum;normal;0.01;5277.0;0.96;0.03;LANG TECNOLOGIA;;;
469;MLA898747243;HP Pavilion;82;22;Argentina;buy_it_now;Notebook R7 15-cw1027la 12gb512gbssd Hp;0.44;gold_special;Buenos Aires;;active;129999.0;MLA1652;1;MLA16369219;169999;129999.0;TRUE;['brand_verified', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment'];2020-11-25T19:20:55.000Z;new;109569068;MLA-NOTEBOOKS;2;5.0;5_green;1112.0;platinum;brand;0.07;10176.0;0.88;0.05;MEGATONE;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CW1027LA
470;MLA896238017;HP Pavilion;;1;Argentina;buy_it_now;Notebook Dual Core Hp G60;0.55;gold_special;Capital Federal;Sin garantía;active;11500.0;MLA1652;1;;;11500.0;TRUE;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];2020-11-07T22:37:19.000Z;used;443074436;MLA-NOTEBOOKS;0;19.0;5_green;2.0;;normal;0.0;45.0;1.0;0.0;PASTENTELGOPORART;;;
471;MLA883936566;HP Pavilion;;7;Argentina;buy_it_now;Notebook Core I5 10ma Gen Hp ( 480gb Ssd + 32gb ) W10 Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;157083.67;MLA1652;1;;;157083.67;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-14T23:08:42.000Z;new;76598388;MLA-NOTEBOOKS;1;0.0;5_green;109.0;gold;normal;0.0;1994.0;1.0;0.0;ATRAPATUDESCUENTO;;;
472;MLA883859647;HP Pavilion;;2;Argentina;buy_it_now;Hp 15 I3 10ma 12gb + 128gb Ssd / Notebook Intel Windows 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;95339.16;MLA1652;1;MLA15717753;;95339.16;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-14T16:56:42.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
473;MLA855599076;HP Pavilion;;20;Argentina;buy_it_now;Notebook Hp Amd Athlon / 32gb + 480 Ssd / Micro Edge Win 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;97623.55;MLA1652;1;;;97623.55;TRUE;['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-05-15T02:27:14.000Z;new;105665176;MLA-NOTEBOOKS;1;10.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
474;MLA855601071;HP Pavilion;;19;Argentina;buy_it_now;Hp 14  Athlon 8gb + 240 Ssd / Notebook Amd Win 10 Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;97544.51;MLA1652;1;;;97544.51;TRUE;['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-05-15T02:36:55.000Z;new;105665176;MLA-NOTEBOOKS;0;10.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
475;MLA877272561;HP Pavilion;;1;Argentina;buy_it_now;Hp 14 Ryzen 3 8gb + 1tb Hdd / Notebook Amd Win 10 ;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;85560.54;MLA1652;1;;;85560.54;TRUE;['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-09-07T20:31:13.000Z;new;105665176;MLA-NOTEBOOKS;0;4.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
476;MLA884093738;HP Pavilion;;2;Argentina;buy_it_now;Hp 15 I3 10ma 20gb + 980gb Ssd / Notebook Intel Windows 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;116289.16;MLA1652;1;MLA15717753;;116289.16;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-10-15T22:42:00.000Z;new;105665176;MLA-NOTEBOOKS;0;2.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
477;MLA870937308;HP Pavilion;;19;Argentina;buy_it_now;Notebook Hp Amd 3050u 2.3ghz 480 Ssd 32gb Ram Windows 10;0.77;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;97855.79;MLA1652;1;MLA15717753;;97855.79;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-07-30T17:44:26.000Z;new;213688384;MLA-NOTEBOOKS;0;;5_green;123.0;silver;normal;0.0;1783.0;1.0;0.0;ECOMLAPTOPS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
478;MLA902970322;HP Pavilion;;3;Argentina;buy_it_now;Notebook Hp Gaming Pavilion I5 9300h 8gb 256gb Gtx 1650 4gb;0.8;gold_pro;Capital Federal;Garantía del vendedor: 6 meses;active;175999.0;MLA1652;1;;;175999.0;TRUE;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2021-01-03T15:42:28.000Z;new;247639927;MLA-NOTEBOOKS;0;0.0;5_green;169.0;platinum;normal;0.02;3607.0;0.97;0.01;RAPIDA_ENTREGA_;;;
479;MLA855598911;HP Pavilion;;19;Argentina;buy_it_now;Hp 14  Athlon 20gb + 240 Ssd / Notebook Amd Win 10;0.77;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;88824.55;MLA1652;1;;;88824.55;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-05-15T02:21:52.000Z;new;105665176;MLA-NOTEBOOKS;0;1.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
480;MLA875450997;HP Pavilion;;6;Argentina;buy_it_now;Hp 15 I7 10ma 24gb 256 Ssd / Notebook Intel Win 10 Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;202174.31;MLA1652;1;;;202174.31;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-27T22:37:01.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
481;MLA870737426;HP Pavilion;;1;Argentina;buy_it_now;Hp 14  Ryzen 3 16gb + 480 Ssd / Notebook Amd Win 10 Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;118067.09;MLA1652;1;MLA15717753;;118067.09;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-29T15:55:41.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
482;MLA870736196;HP Pavilion;;1;Argentina;buy_it_now;Hp 14  Ryzen 3 32gb + 512 Ssd / Notebook Amd Win 10;0.8;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;110700.54;MLA1652;1;MLA15717753;;110700.54;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-07-29T15:46:30.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
483;MLA899410836;HP Pavilion;;1;Argentina;buy_it_now;Hp 15.6 Fhd Ryzen 5 240 Ssd + 1tb + 24gb / Notebook Amd W10 ;0.7;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;159174.65;MLA1652;1;;;159174.65;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-30T18:20:14.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
484;MLA875449488;HP Pavilion;;6;Argentina;buy_it_now;Hp 15 I7 10ma 32gb 256 Ssd / Notebook Intel Win 10 Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;212134.31;MLA1652;1;;;212134.31;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-27T22:37:04.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
485;MLA840962974;HP Pavilion;;1;Argentina;buy_it_now;Notebook Hp Amd Ryzen 5 Fhd / Ssd + Hdd + 20gb / 15ry Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;174286.31;MLA1652;1;;;174286.31;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-02-26T05:13:37.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
486;MLA875447900;HP Pavilion;;6;Argentina;buy_it_now;Hp 15 I7 10ma 32gb 256 Ssd / Notebook Intel Win 10;0.7;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;178532.45;MLA1652;1;;;178532.45;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-08-27T22:34:00.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
487;MLA883751412;HP Pavilion;;6;Argentina;buy_it_now;Hp 14 Core I5 24gb + 256gb Ssd / Notebook Optane Win 10 Cuot;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;131537.16;MLA1652;1;MLA15717753;;131537.16;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:34:24.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
488;MLA884198989;HP Pavilion;;2;Argentina;buy_it_now;Hp 15 I3 10ma 32gb + 480gb Ssd / Notebook Intel Win 10 Cuota;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;136163.58;MLA1652;1;MLA15717753;;136163.58;TRUE;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];2020-10-16T16:27:07.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
489;MLA899072610;HP Pavilion;;1;Argentina;buy_it_now;Hp 15.6 Fhd Ryzen 5 1tb Hdd +12gb/ Notebook Touch W10 Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;169037.39;MLA1652;1;MLA16368688;;169037.39;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-11-27T18:11:22.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP 15-EF0025WM
490;MLA855599527;HP Pavilion;;19;Argentina;buy_it_now;Hp 14  Athlon 20gb + 480 Ssd / Notebook Amd Win 10 Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;108998.51;MLA1652;1;;;108998.51;TRUE;['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-05-15T02:37:57.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
491;MLA859691010;HP Pavilion;;57;Argentina;buy_it_now;Notebook Hp Core I3 10ma / 16gb + 128 Ssd / 14 Fhd W10 Cuota;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;119396.75;MLA1652;50;MLA15717753;;119396.75;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-06-02T21:37:31.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
492;MLA883751151;HP Pavilion;;6;Argentina;buy_it_now;Hp 14 Core I5 32gb + 980gb Ssd / Notebook Intel Windows 10;0.7;gold_special;Capital Federal;Garantía del vendedor: 12 meses;active;141726.65;MLA1652;1;MLA15717753;;141726.65;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-10-13T21:30:12.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;MLA-NOTEBOOKS;0.0;HP Pavilion 15-CS3007NS
493;MLA840962988;HP Pavilion;;1;Argentina;buy_it_now;Notebook Hp Amd Ryzen 5 Fhd / 512gb Ssd + 20gb / 15ry Cuotas;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;193210.31;MLA1652;1;;;193210.31;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-02-26T05:14:05.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
494;MLA840962977;HP Pavilion;;1;Argentina;buy_it_now;Notebook Hp Amd Ryzen 5 Fhd / 256gb Ssd + 16gb / 15ry Cuotas;0.8;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;175780.31;MLA1652;1;;;175780.31;TRUE;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-02-26T05:13:47.000Z;new;105665176;MLA-NOTEBOOKS;0;;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
495;MLA840962986;HP Pavilion;;1;Argentina;buy_it_now;Notebook Hp Amd Ryzen 5 Fhd / 240gb + Hdd + 20gb / 15ry Cuot;0.9;gold_pro;Capital Federal;Garantía del vendedor: 12 meses;active;180760.31;MLA1652;1;;;180760.31;TRUE;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];2020-02-26T05:13:56.000Z;new;105665176;MLA-NOTEBOOKS;0;0.0;5_green;416.0;platinum;normal;0.01;7595.0;0.99;0.0;TODOSLOSRUBROS;;;
